平均加速度 > 0.01 的文件索引列表
============================================================

总文件数: 23161
符合条件的文件数: 6154

索引       平均加速度           文件名
11215    0.010626        us-ma-boston_c8a9504edf7155b7.npz
6520     0.010626        sg-one-north_dfe368e9e817556f.npz
11265    0.010626        us-ma-boston_cb50b2e9b56e551c.npz
9173     0.010626        us-ma-boston_5eaff9ebf9855373.npz
8017     0.010626        us-ma-boston_1f1c38d1cbd1574f.npz
16601    0.010625        us-pa-pittsburgh-hazelwood_4604892937d85bf2.npz
9465     0.010625        us-ma-boston_6eb7d457e4d152e5.npz
1859     0.010625        sg-one-north_3dd27d55dcc25572.npz
10927    0.010624        us-ma-boston_bb6e3643fd3e5b78.npz
6278     0.010623        sg-one-north_d726b4e3be40522b.npz
1810     0.010622        sg-one-north_3bd91db33c115540.npz
9919     0.010622        us-ma-boston_859daecd66f9573b.npz
6129     0.010622        sg-one-north_d21ea96818cf5255.npz
327      0.010620        sg-one-north_0c7974cacef65940.npz
5782     0.010620        sg-one-north_c5c84be695a05021.npz
19658    0.010620        us-pa-pittsburgh-hazelwood_9b4c36964f355cbc.npz
10483    0.010618        us-ma-boston_a41d726668ab531d.npz
11259    0.010617        us-ma-boston_cacc51c45833584d.npz
7337     0.010616        sg-one-north_fa9af1b5713858b9.npz
17584    0.010616        us-pa-pittsburgh-hazelwood_60a71cfb4e9d5209.npz
19073    0.010613        us-pa-pittsburgh-hazelwood_8b4abb2cc48051e9.npz
15442    0.010610        us-pa-pittsburgh-hazelwood_24f6e580d94e5bf8.npz
6885     0.010609        sg-one-north_ec4b3c535bbb55ca.npz
2059     0.010607        sg-one-north_44f46c7a145b5867.npz
16907    0.010605        us-pa-pittsburgh-hazelwood_4de9c20c87535b95.npz
5514     0.010604        sg-one-north_bdcf79f3f2e55e72.npz
10638    0.010604        us-ma-boston_ac64f6be9b5b59a6.npz
19246    0.010601        us-pa-pittsburgh-hazelwood_908e69257fa458cb.npz
564      0.010600        sg-one-north_13f08f6bdffa5520.npz
14774    0.010599        us-pa-pittsburgh-hazelwood_12545d48e9195859.npz
6267     0.010595        sg-one-north_d69b1f67b86a5e66.npz
1893     0.010595        sg-one-north_3ed97125a5ac5721.npz
16413    0.010594        us-pa-pittsburgh-hazelwood_40d8015a1e045338.npz
19994    0.010593        us-pa-pittsburgh-hazelwood_a48c865140705ad1.npz
17446    0.010592        us-pa-pittsburgh-hazelwood_5ca70ce37cfb5f60.npz
21921    0.010591        us-pa-pittsburgh-hazelwood_dcd43e34aff55477.npz
8787     0.010589        us-ma-boston_497a7b894a3b51ef.npz
16506    0.010588        us-pa-pittsburgh-hazelwood_436fd91751b85f23.npz
16941    0.010588        us-pa-pittsburgh-hazelwood_4ed3185b1e515995.npz
11072    0.010588        us-ma-boston_c1ce19f5f2c25c57.npz
8850     0.010587        us-ma-boston_4d0fded92d005d14.npz
375      0.010586        sg-one-north_0dad67679cc3544f.npz
19673    0.010586        us-pa-pittsburgh-hazelwood_9bd6cba6d41b5bb4.npz
17221    0.010586        us-pa-pittsburgh-hazelwood_5688c0c5f4835a25.npz
7029     0.010584        sg-one-north_f0e70689a36a555f.npz
741      0.010583        sg-one-north_19dad35a7a5a5e03.npz
15399    0.010583        us-pa-pittsburgh-hazelwood_23d94b43ff745642.npz
6415     0.010582        sg-one-north_dbe68ad14bec56b7.npz
5983     0.010582        sg-one-north_ccd49c0582dd5966.npz
13724    0.010581        us-nv-las-vegas-strip_c83fdc868dab5410.npz
9773     0.010580        us-ma-boston_7dfe30dd6f865168.npz
3929     0.010579        sg-one-north_86d010705c35563c.npz
3752     0.010579        sg-one-north_8080486b9ff65170.npz
12156    0.010578        us-ma-boston_fb7d8ce0a8f95224.npz
20039    0.010578        us-pa-pittsburgh-hazelwood_a5f19b04001f5aa3.npz
19986    0.010577        us-pa-pittsburgh-hazelwood_a46d02cce8ff51e3.npz
19840    0.010577        us-pa-pittsburgh-hazelwood_a0dd29903d8f5d3c.npz
22211    0.010576        us-pa-pittsburgh-hazelwood_e5ba32b88a4052df.npz
6905     0.010574        sg-one-north_ecc31e5b341d5c3d.npz
17255    0.010574        us-pa-pittsburgh-hazelwood_579759e3d14b508e.npz
6539     0.010571        sg-one-north_e073636b30c55a18.npz
17208    0.010571        us-pa-pittsburgh-hazelwood_5639d30a44d553df.npz
10362    0.010571        us-ma-boston_9d69b43cb08b56f3.npz
18770    0.010570        us-pa-pittsburgh-hazelwood_83409c5ce0fb514d.npz
10605    0.010569        us-ma-boston_aa8e68bef81852d0.npz
9084     0.010569        us-ma-boston_598c079eb73256ca.npz
4446     0.010569        sg-one-north_985b649ed80e5d52.npz
16160    0.010568        us-pa-pittsburgh-hazelwood_3970df24b39e5348.npz
11796    0.010567        us-ma-boston_e89e4a7395ec5111.npz
4898     0.010565        sg-one-north_a83d514741bc5135.npz
22991    0.010563        us-pa-pittsburgh-hazelwood_fb54719a9d265310.npz
6488     0.010563        sg-one-north_de9959f9d17d5b86.npz
14419    0.010559        us-pa-pittsburgh-hazelwood_07b5aa0aa8025237.npz
22519    0.010558        us-pa-pittsburgh-hazelwood_eed386090eda55ca.npz
13223    0.010558        us-nv-las-vegas-strip_89027d7f9b1a5349.npz
22079    0.010557        us-pa-pittsburgh-hazelwood_e1ea9be9d45e53ef.npz
22896    0.010556        us-pa-pittsburgh-hazelwood_f8d27a9318f45d80.npz
22908    0.010556        us-pa-pittsburgh-hazelwood_f941e26c7c5d5c95.npz
20643    0.010555        us-pa-pittsburgh-hazelwood_b76778c6fd4958ab.npz
15204    0.010554        us-pa-pittsburgh-hazelwood_1e8e2023d5e55062.npz
3302     0.010554        sg-one-north_70373b9efcfd5264.npz
9608     0.010553        us-ma-boston_7638cac16a9d518d.npz
9448     0.010553        us-ma-boston_6d9f51c43dbe5c52.npz
5753     0.010552        sg-one-north_c4d722e9f43656d0.npz
2293     0.010552        sg-one-north_4ccfec455be3550d.npz
5683     0.010551        sg-one-north_c26f855f58d75e84.npz
12410    0.010550        us-nv-las-vegas-strip_15e0c8cbce5a50ef.npz
21335    0.010548        us-pa-pittsburgh-hazelwood_cc18c2bdc1d25b90.npz
5048     0.010546        sg-one-north_adb0ea0ac3bc530d.npz
11553    0.010546        us-ma-boston_db4c876bab18556c.npz
17489    0.010545        us-pa-pittsburgh-hazelwood_5de6f069abe25f4a.npz
1720     0.010545        sg-one-north_3917c62b9fab5d10.npz
9351     0.010545        us-ma-boston_68638218a0cc5054.npz
14330    0.010544        us-pa-pittsburgh-hazelwood_051bf04299625d90.npz
2729     0.010544        sg-one-north_5b7fcc81f4b2586e.npz
2240     0.010543        sg-one-north_4b80a6bcef7a5ace.npz
17854    0.010543        us-pa-pittsburgh-hazelwood_6802de86abd251c1.npz
14475    0.010543        us-pa-pittsburgh-hazelwood_0948629bd8d7560a.npz
1017     0.010543        sg-one-north_22015ab148ee52b6.npz
8169     0.010542        us-ma-boston_266dbc336e455e16.npz
3133     0.010541        sg-one-north_695011cb1f1f5636.npz
8921     0.010537        us-ma-boston_5037840fd94c5603.npz
14281    0.010537        us-pa-pittsburgh-hazelwood_03ea2ba2bc0b59bf.npz
8989     0.010537        us-ma-boston_53dec84840305107.npz
7188     0.010536        sg-one-north_f5bce2c760805952.npz
19680    0.010535        us-pa-pittsburgh-hazelwood_9bfe7e1bc9105431.npz
10310    0.010534        us-ma-boston_9aa194ef4c315060.npz
22013    0.010533        us-pa-pittsburgh-hazelwood_dff51681a8535cfa.npz
11145    0.010531        us-ma-boston_c522f27dda9556bc.npz
9306     0.010530        us-ma-boston_65e0abb73ccf5082.npz
18377    0.010529        us-pa-pittsburgh-hazelwood_77c6a0cc5f1752fd.npz
13228    0.010529        us-nv-las-vegas-strip_89634764cf1c5bf1.npz
11206    0.010527        us-ma-boston_c8488079aba25cec.npz
9527     0.010526        us-ma-boston_71e896d8d79b5d5b.npz
22808    0.010526        us-pa-pittsburgh-hazelwood_f68f38e8b2845793.npz
20624    0.010525        us-pa-pittsburgh-hazelwood_b6b9247811935645.npz
20192    0.010524        us-pa-pittsburgh-hazelwood_aad0d13ee8775ad8.npz
12654    0.010524        us-nv-las-vegas-strip_36ec990fd54f5022.npz
18141    0.010523        us-pa-pittsburgh-hazelwood_7043da2e3192539b.npz
21089    0.010522        us-pa-pittsburgh-hazelwood_c445a2f7d4755866.npz
3930     0.010521        sg-one-north_86d03e2558ec54b9.npz
1993     0.010519        sg-one-north_425a909ddd32596f.npz
1894     0.010519        sg-one-north_3eda98b3844a5b45.npz
13375    0.010519        us-nv-las-vegas-strip_9d19aae566145c85.npz
22223    0.010517        us-pa-pittsburgh-hazelwood_e5fd155e3c2f5cf5.npz
15509    0.010514        us-pa-pittsburgh-hazelwood_26b8f6c85e9f5be3.npz
1513     0.010514        sg-one-north_329a1c26f4b25010.npz
22733    0.010513        us-pa-pittsburgh-hazelwood_f46603e0de5e5d23.npz
6105     0.010511        sg-one-north_d1678a8f70ac56ec.npz
5796     0.010511        sg-one-north_c60df09c96865a29.npz
19448    0.010510        us-pa-pittsburgh-hazelwood_956c6c0150365d5e.npz
7982     0.010510        us-ma-boston_1d578ef072d15880.npz
22489    0.010509        us-pa-pittsburgh-hazelwood_ee1c9bf3a4235783.npz
18378    0.010509        us-pa-pittsburgh-hazelwood_77c7f3614cf55862.npz
16719    0.010509        us-pa-pittsburgh-hazelwood_490351b372e458af.npz
18111    0.010507        us-pa-pittsburgh-hazelwood_6eefb02bbfa353a9.npz
8268     0.010506        us-ma-boston_2c3723870d8d5829.npz
10063    0.010506        us-ma-boston_8cb0c343a654570c.npz
18955    0.010506        us-pa-pittsburgh-hazelwood_8872cfbf4bfa579d.npz
8883     0.010505        us-ma-boston_4e2ca3e914015a03.npz
4022     0.010505        sg-one-north_8a0fc22ee3915508.npz
11827    0.010504        us-ma-boston_ea413dd0f6155c7c.npz
12007    0.010503        us-ma-boston_f3b7b8d3c1d15741.npz
4997     0.010503        sg-one-north_ac1fd53ec0cc5f28.npz
17135    0.010501        us-pa-pittsburgh-hazelwood_54407d57955f57e4.npz
9169     0.010501        us-ma-boston_5e2274bd68175cbf.npz
10877    0.010499        us-ma-boston_b894382c15b25beb.npz
18740    0.010499        us-pa-pittsburgh-hazelwood_82a7419f4b0755c2.npz
7003     0.010498        sg-one-north_effdc6daf3b952aa.npz
4816     0.010495        sg-one-north_a518a3315a0b5c28.npz
20228    0.010494        us-pa-pittsburgh-hazelwood_abe0c31c12385c43.npz
22220    0.010491        us-pa-pittsburgh-hazelwood_e5ddf61981bf527a.npz
852      0.010491        sg-one-north_1d3a5f85c9c751e9.npz
13080    0.010491        us-nv-las-vegas-strip_74574abad0a553a1.npz
9728     0.010490        us-ma-boston_7bf511c5af445450.npz
6379     0.010490        sg-one-north_daf08a7e5c575cbc.npz
11006    0.010489        us-ma-boston_befdb2c0d6455b1e.npz
5358     0.010489        sg-one-north_b87d1e24ace1535d.npz
7479     0.010487        us-ma-boston_00dd0005530c5631.npz
22786    0.010486        us-pa-pittsburgh-hazelwood_f60e23c2709c5bc4.npz
6378     0.010486        sg-one-north_daec5f869c23517e.npz
10357    0.010485        us-ma-boston_9d209f6e32865cdf.npz
1413     0.010485        sg-one-north_2f12f22446aa5ed7.npz
21915    0.010485        us-pa-pittsburgh-hazelwood_dcb21be37cc752d1.npz
17933    0.010485        us-pa-pittsburgh-hazelwood_6a1c521eeb8f50b7.npz
22425    0.010485        us-pa-pittsburgh-hazelwood_ebb2cc8b292f5bc8.npz
11421    0.010484        us-ma-boston_d4e78297b6ac5575.npz
4465     0.010482        sg-one-north_99062d8612485231.npz
18390    0.010482        us-pa-pittsburgh-hazelwood_7834948ba2fb5809.npz
16934    0.010481        us-pa-pittsburgh-hazelwood_4e920aaa20af57a6.npz
1935     0.010480        sg-one-north_40435b0b591154c4.npz
19168    0.010479        us-pa-pittsburgh-hazelwood_8e052953f1e55d46.npz
9665     0.010476        us-ma-boston_78dbb222e5395829.npz
22602    0.010475        us-pa-pittsburgh-hazelwood_f0ee84ffd8d85ffb.npz
7999     0.010474        us-ma-boston_1e29eb8844ae5fde.npz
16395    0.010473        us-pa-pittsburgh-hazelwood_406440f127b25f1e.npz
22947    0.010473        us-pa-pittsburgh-hazelwood_fa64d130540b5fa7.npz
12144    0.010473        us-ma-boston_fb149a9581185dea.npz
15688    0.010473        us-pa-pittsburgh-hazelwood_2c5c3ec260605e35.npz
16092    0.010472        us-pa-pittsburgh-hazelwood_37bef20b34675212.npz
2132     0.010472        sg-one-north_47501f2ce58d59f6.npz
3381     0.010471        sg-one-north_734a2568afc95587.npz
13540    0.010470        us-nv-las-vegas-strip_b14934484b0654a3.npz
10335    0.010470        us-ma-boston_9bc33829de8d5f8c.npz
16118    0.010468        us-pa-pittsburgh-hazelwood_3863e157e8cb59b5.npz
2936     0.010468        sg-one-north_62cdc49951f75058.npz
23113    0.010467        us-pa-pittsburgh-hazelwood_feaceff7b69d5b08.npz
8733     0.010465        us-ma-boston_46619ac188bb5817.npz
11298    0.010465        us-ma-boston_ce149bc48cb558c2.npz
5458     0.010464        sg-one-north_bb999daad7145ccf.npz
10201    0.010461        us-ma-boston_94e7968882bc58d1.npz
3058     0.010460        sg-one-north_66af65ac40695aa3.npz
15766    0.010457        us-pa-pittsburgh-hazelwood_2ed757e9f1b65455.npz
22469    0.010457        us-pa-pittsburgh-hazelwood_ed2fce01ee43537c.npz
8480     0.010457        us-ma-boston_36ec0b74be0959e7.npz
18195    0.010455        us-pa-pittsburgh-hazelwood_72619508dcc2505f.npz
17548    0.010454        us-pa-pittsburgh-hazelwood_5fac643e81d659b3.npz
11340    0.010453        us-ma-boston_d024638f1bd45c1c.npz
20499    0.010452        us-pa-pittsburgh-hazelwood_b3336ebcca465713.npz
2634     0.010451        sg-one-north_58b0a5daef2b5a8d.npz
3672     0.010451        sg-one-north_7db7c7ab76135183.npz
282      0.010450        sg-one-north_0b083184c1095984.npz
22367    0.010449        us-pa-pittsburgh-hazelwood_e9ed20f90e075d54.npz
16576    0.010448        us-pa-pittsburgh-hazelwood_4571777849305918.npz
22794    0.010447        us-pa-pittsburgh-hazelwood_f656c0b83915560b.npz
6490     0.010445        sg-one-north_dec2b84ebf9d59b0.npz
16572    0.010444        us-pa-pittsburgh-hazelwood_45605ac38bb65cea.npz
21400    0.010443        us-pa-pittsburgh-hazelwood_ce08fc67c30e5969.npz
19182    0.010443        us-pa-pittsburgh-hazelwood_8e89cb6117ce51df.npz
16721    0.010442        us-pa-pittsburgh-hazelwood_491db86f381a504d.npz
12579    0.010439        us-nv-las-vegas-strip_2cfe0f6192b556e1.npz
5916     0.010439        sg-one-north_ca03a094d5e4575a.npz
19004    0.010438        us-pa-pittsburgh-hazelwood_899961a9101158ef.npz
14627    0.010438        us-pa-pittsburgh-hazelwood_0dee6088d4c3586a.npz
7328     0.010438        sg-one-north_fa337ce878615f37.npz
5328     0.010435        sg-one-north_b740f238fe915715.npz
18901    0.010434        us-pa-pittsburgh-hazelwood_86da92306c495b73.npz
17949    0.010434        us-pa-pittsburgh-hazelwood_6a92ec8abd095db2.npz
350      0.010433        sg-one-north_0cec9bd77abb5f52.npz
19529    0.010430        us-pa-pittsburgh-hazelwood_97c22c0bf1685808.npz
19338    0.010430        us-pa-pittsburgh-hazelwood_92b60b5d086f5593.npz
13437    0.010428        us-nv-las-vegas-strip_a558fcafa47b5a3d.npz
20108    0.010428        us-pa-pittsburgh-hazelwood_a8211458caff5c6b.npz
21225    0.010427        us-pa-pittsburgh-hazelwood_c8b0cf642b7054e2.npz
7485     0.010427        us-ma-boston_0140aa84b7675119.npz
11782    0.010427        us-ma-boston_e7f22fa2491259d3.npz
9684     0.010426        us-ma-boston_79ab498b976b5193.npz
11806    0.010426        us-ma-boston_e9076ea525045469.npz
15249    0.010425        us-pa-pittsburgh-hazelwood_200859d41f3b5da0.npz
8371     0.010425        us-ma-boston_30f2bee401fa5c4c.npz
14500    0.010423        us-pa-pittsburgh-hazelwood_0a14c65c2fb1527a.npz
8193     0.010423        us-ma-boston_27f92e2662e45a66.npz
2951     0.010422        sg-one-north_637699f901c15d9b.npz
18964    0.010421        us-pa-pittsburgh-hazelwood_889afa5aec155225.npz
2787     0.010421        sg-one-north_5dc411dad78653ce.npz
17456    0.010421        us-pa-pittsburgh-hazelwood_5cdaa1adef63575d.npz
20557    0.010419        us-pa-pittsburgh-hazelwood_b4cbade8d6c1517b.npz
20819    0.010419        us-pa-pittsburgh-hazelwood_bc263e69455a5e9a.npz
11805    0.010419        us-ma-boston_e8fb5b7add765458.npz
16191    0.010419        us-pa-pittsburgh-hazelwood_3a6501ff08d55e7c.npz
21986    0.010418        us-pa-pittsburgh-hazelwood_df3c3c7b66385045.npz
9092     0.010418        us-ma-boston_5a033b9f2cae5eec.npz
14572    0.010418        us-pa-pittsburgh-hazelwood_0c0e5e7af3ec5194.npz
14573    0.010415        us-pa-pittsburgh-hazelwood_0c130a1cb1f85c6d.npz
12497    0.010414        us-nv-las-vegas-strip_239064d0931a5314.npz
10349    0.010414        us-ma-boston_9c6d7cbabcd754a1.npz
8885     0.010413        us-ma-boston_4e673dc855645d1d.npz
14853    0.010412        us-pa-pittsburgh-hazelwood_14ac6103f6b55a44.npz
15154    0.010412        us-pa-pittsburgh-hazelwood_1d0da9ad44e85904.npz
9101     0.010410        us-ma-boston_5a85615daccc5fb2.npz
20116    0.010409        us-pa-pittsburgh-hazelwood_a86b9f02f04c55e1.npz
11987    0.010409        us-ma-boston_f28f2f6d21d35900.npz
4589     0.010409        sg-one-north_9cf3fb097ea6510c.npz
21322    0.010408        us-pa-pittsburgh-hazelwood_cba935b15ddd50cd.npz
12742    0.010408        us-nv-las-vegas-strip_42cb20caaa5853c2.npz
2190     0.010407        sg-one-north_491d1262f7715bb2.npz
1443     0.010407        sg-one-north_304ee5204d4a5a3b.npz
20420    0.010405        us-pa-pittsburgh-hazelwood_b10f01991fe1577f.npz
9831     0.010404        us-ma-boston_81405c639385537d.npz
8080     0.010401        us-ma-boston_21ed192528ce502b.npz
16053    0.010401        us-pa-pittsburgh-hazelwood_3661eab86cb15dda.npz
13427    0.010400        us-nv-las-vegas-strip_a3cc9be0fc125e7a.npz
21213    0.010399        us-pa-pittsburgh-hazelwood_c848a9988d145502.npz
15876    0.010399        us-pa-pittsburgh-hazelwood_322543f476345bfc.npz
17815    0.010399        us-pa-pittsburgh-hazelwood_66e9c32f1464532e.npz
1159     0.010398        sg-one-north_26da59f659b25e0e.npz
20189    0.010398        us-pa-pittsburgh-hazelwood_aabb1c50b2e35378.npz
21150    0.010398        us-pa-pittsburgh-hazelwood_c68c71872b0f53e3.npz
17020    0.010398        us-pa-pittsburgh-hazelwood_50e732dd09395fa0.npz
18990    0.010398        us-pa-pittsburgh-hazelwood_89518ea1aa165046.npz
17461    0.010397        us-pa-pittsburgh-hazelwood_5cf66ef700a45ea7.npz
3368     0.010397        sg-one-north_73115d8cfb965831.npz
20475    0.010396        us-pa-pittsburgh-hazelwood_b295dadfd28f5f08.npz
8667     0.010393        us-ma-boston_4205577e4f375a19.npz
21017    0.010393        us-pa-pittsburgh-hazelwood_c1c9254c39e955d7.npz
11184    0.010391        us-ma-boston_c733edf8005d527e.npz
22407    0.010391        us-pa-pittsburgh-hazelwood_eafe816951dd56ee.npz
181      0.010390        sg-one-north_076b8ed8ac745b1e.npz
6050     0.010390        sg-one-north_cf4a155a50f553a0.npz
19094    0.010390        us-pa-pittsburgh-hazelwood_8bdc9cef64bd593f.npz
4887     0.010390        sg-one-north_a7cfd3e4c5a2555c.npz
11484    0.010389        us-ma-boston_d75f2ad21e1a59e4.npz
4056     0.010386        sg-one-north_8b55c4ab48ca5cbe.npz
15849    0.010386        us-pa-pittsburgh-hazelwood_313260c7ac2f553f.npz
14319    0.010385        us-pa-pittsburgh-hazelwood_04e6222f880e5a12.npz
1310     0.010385        sg-one-north_2bb0c7a60e3f53f9.npz
7933     0.010384        us-ma-boston_1ac886e6307d595e.npz
7433     0.010384        sg-one-north_fe35058766805559.npz
9629     0.010384        us-ma-boston_77879cbcce965630.npz
